epoch,global_step,train_loss
176,68498,2.7458737738353197e-08
177,68885,3.112928784820576e-07
178,69272,1.8385597331117705e-09
179,69659,6.219627166666104e-07
180,70046,5.801795488939373e-08
181,70433,0.0
182,70820,1.4679646438988256e-09
183,71207,6.256942480640106e-11
184,71594,4.813036274440968e-12
185,71981,9.247799282433431e-07
186,72368,1.348121387592409e-07
187,72755,9.626071975123266e-12
188,73142,4.4760990320506037e-10
189,73529,6.521188102865398e-09
190,73916,1.1368029969998462e-07
191,74303,2.272516738968415e-07
192,74690,2.39839046492704e-08
193,75077,1.1551122504672037e-09
194,75464,6.030949893902804e-07
195,75851,9.837406789486012e-08
196,76238,5.301122989226373e-06
197,76625,0.0
198,77012,0.00013013231619475441
199,77399,0.0
200,77786,0.00046426762444104334
201,78173,7.233345907312958e-09
202,78560,0.0
203,78947,7.70085115400152e-11
204,79334,3.8504274130285006e-11
205,79721,0.0
206,80108,0.0005833005643322086
207,80495,4.813036274440968e-12
208,80882,3.527865072136961e-09
209,81269,2.4065177929652825e-11
210,81656,6.784077949851272e-08
211,82043,8.799800056980976e-05
212,82430,1.838538251587201e-09
213,82817,1.528594368415978e-05
214,83204,5.06293302715365e-06
215,83591,0.0005871018043476157
216,83978,2.281495272403667e-06
217,84365,2.5509021940412234e-10
218,84752,5.7756401728409476e-11
219,85139,1.01073683445202e-10
220,85526,0.0
221,85913,1.2316378868288464e-05
222,86300,0.0
223,86687,3.2035684157692337e-07
224,87074,0.0
225,87461,0.0
226,87848,9.626072548881936e-12
227,88235,0.0
228,88622,1.3476488142481854e-10
229,89009,1.411966729582948e-08
230,89396,4.9228416493922105e-05
231,89783,0.0
232,90170,0.0
233,90557,0.0
234,90944,1.0107363926578449e-10
235,91331,0.0
236,91718,4.813036274440968e-12
237,92105,2.849221822013817e-09
238,92492,0.0
239,92879,0.0
240,93266,1.9252100344587686e-10
241,93653,1.2032579698623908e-10
242,94040,3.86950248042263e-09
243,94427,4.331731843734734e-11
244,94814,2.454643000488051e-10
245,95201,1.92521436633672e-11
246,95588,0.0
247,95975,1.302466649078448e-07
248,96362,0.0
249,96749,8.98150825820074e-07
250,97136,3.8022808903711773e-10
251,97523,3.9692849308271585e-08
252,97910,1.4439108249564234e-11
253,98297,5.2701000979225705e-09
254,98684,2.1720408264561673e-06
255,99071,2.7577756512517565e-09
256,99458,1.0770176433854346e-05
257,99845,2.0935091339721596e-06
258,100232,4.813036274440968e-12
259,100619,4.813036274440968e-12
260,101006,4.037935858778445e-09
261,101393,0.0
262,101780,5.4660391727069044e-08
263,102167,1.5642220243746043e-09
264,102554,9.626071975123266e-12
265,102941,0.0
266,103328,4.918623725942021e-09
267,103715,0.0
268,104102,0.00021837104487325342
269,104489,6.164092585856155e-08
270,104876,8.561130545635753e-05
271,105263,1.540169906626656e-10
272,105650,1.3080154827167822e-05
273,106037,7.238090673018757e-08
274,106424,9.626071975123266e-12
275,106811,0.0
276,107198,0.0
277,107585,0.0
278,107972,3.417242360456958e-10
279,108359,0.0
280,108746,0.0
281,109133,5.995913460056186e-06
282,109520,0.0
283,109907,2.4065177929652825e-11
284,110294,1.092544537756671e-09
285,110681,6.333685849119011e-09
286,111068,0.0
287,111455,0.0
288,111842,5.8933791706882395e-06
289,112229,3.3113010005517434e-09
290,112616,3.6866176789480585e-09
291,113003,0.0
292,113390,7.91666901772523e-09
293,113777,0.0
294,114164,4.813036274440968e-12
295,114551,1.443910738892623e-11
296,114938,3.9948005167962484e-10
297,115325,0.0
298,115712,1.443910738892623e-11
299,116099,3.3691242159034056e-11
300,116486,1.2949803884403457e-08
301,116873,0.00010124950618515359
302,117260,1.92521436633672e-11
303,117647,3.3691242159034056e-11
304,118034,5.438694593737122e-10
305,118421,2.11342360622199e-05
306,118808,9.626071975123266e-12
307,119195,1.443910738892623e-11
308,119582,0.0
309,119969,1.544955212857742e-09
310,120356,5.6854339001534235e-06
311,120743,5.679361477230613e-10
312,121130,0.0
313,121517,1.0246121566306408e-06
314,121904,6.610656628907065e-08
315,122291,4.813036274440968e-12
316,122678,1.1069970292140704e-10
317,123065,0.0
318,123452,0.0
319,123839,0.0
320,124226,0.0
321,124613,1.0107365733918256e-10
322,125000,0.0
323,125387,1.443910738892623e-11
324,125774,1.443910738892623e-11
325,126161,0.0
326,126548,1.443910738892623e-11
327,126935,1.6171479705153803e-09
328,127322,7.315778118240944e-10
329,127709,1.5593938816081657e-09
330,128096,0.0
331,128483,0.0
332,128870,0.0
333,129257,1.4864936035746205e-08
334,129644,0.0
335,130031,1.366888523700556e-09
336,130418,0.0
337,130805,0.0
338,131192,0.0
339,131579,0.0
340,131966,4.813036274440968e-12
341,132353,0.0
342,132740,0.0
343,133127,0.0
344,133514,0.0
345,133901,0.0
346,134288,5.486824224939229e-10
347,134675,0.0
348,135062,1.6991276843280795e-07
349,135449,1.891479010168657e-09
350,135836,0.0
351,136223,0.0
352,136610,2.9935988709461732e-09
353,136997,0.0
354,137384,0.0006894604170118631
355,137771,2.9647298890928233e-09
356,138158,1.833835429189258e-08
357,138545,0.0
358,138932,5.272203539431971e-08
359,139319,3.6770785096084678e-09
360,139706,0.0
361,140093,0.0
362,140480,1.4439108249564234e-11
363,140867,2.4741052525678712e-08
364,141254,0.0
365,141641,0.0
366,142028,0.0
367,142415,0.0
368,142802,0.0
369,143189,2.2139907593157938e-10
370,143576,0.0
371,143963,0.0
372,144350,0.0
373,144737,0.0
374,145124,4.813036274440968e-12
375,145511,0.0007614966202767936
376,145898,0.0
377,146285,0.0
378,146672,0.0
379,147059,0.0
380,147446,9.144759368355999e-11
381,147833,0.0
382,148220,4.813036274440968e-12
383,148607,2.4065177929652825e-11
384,148994,7.626749485645694e-08
385,149381,0.0
386,149768,1.666056106844632e-07
387,150155,1.299518029791154e-10
388,150542,0.0
389,150929,1.0827879891586454e-08
390,151316,1.636429125998969e-10
391,151703,8.663461220307192e-11
392,152090,2.2964943329700165e-07
393,152477,4.331730610153596e-11
394,152864,0.0
395,153251,2.5027714813040256e-10
396,153638,9.336044051539518e-07
397,154025,4.813036274440968e-12
398,154412,1.8433524497229468e-09
399,154799,2.021471867301819e-10
400,155186,0.0
401,155573,0.0
402,155960,0.0
403,156347,0.0
404,156734,1.6508377576224296e-09
405,157121,0.0
406,157508,0.0
407,157895,0.0
408,158282,0.0
409,158669,0.0
410,159056,5.746432819107556e-09
411,159443,0.0
412,159830,0.0005687758981103429
413,160217,4.813036274440968e-12
414,160604,0.0
415,160991,4.813036274440968e-12
416,161378,0.0
417,161765,0.0
418,162152,0.0
419,162539,1.656307357703925e-08
420,162926,0.0
421,163313,0.0
422,163700,8.744357887507406e-09
423,164087,5.7756410047910177e-11
424,164474,9.626071975123266e-12
425,164861,4.331730610153596e-11
426,165248,0.0
427,165635,2.839681656629177e-10
428,166022,1.4535188636965782e-09
429,166409,0.0
430,166796,3.523750709567113e-06
431,167183,6.83446977736938e-10
432,167570,0.0
433,167957,4.909280033885944e-10
434,168344,1.3813187194698345e-09
435,168731,2.2139907593157938e-10
436,169118,3.224724489733414e-10
437,169505,0.0
438,169892,1.7484881041347253e-05
439,170279,3.214264261471324e-07
440,170666,9.626071975123266e-12
441,171053,0.0
442,171440,1.7326904998350844e-10
443,171827,3.5700713411191716e-07
444,172214,0.0
445,172601,4.7616160339952596e-08
446,172988,0.0
447,173375,0.0
448,173762,5.149916439318934e-10
449,174149,0.0
