epoch,global_step,train_loss
195,146803,-46.800684369931396
196,147552,-47.303486206502875
197,148301,-37.79659367865013
198,149050,-36.056561680120204
199,149799,-40.9396456284262
200,151296,-43.54944059781939
201,152045,-41.84682794478293
202,152794,-43.096224945282266
203,153543,-16.393079223715574
204,154292,-31.337400003491798
205,155041,-36.63731295403556
206,155790,-39.180185875682554
207,156539,-40.45123444316543
208,157288,-41.28739986496073
209,158037,-40.73734908110309
210,158786,-41.48701851517559
211,159535,-40.55386530795944
212,160284,-42.6705846264461
213,161033,-42.95099991822593
214,161782,-44.22507685621845
215,162531,-36.43128452329674
216,163280,-38.949239621175145
217,164029,-39.17367873427387
218,164778,-39.818803878906415
219,165527,-43.12725319499486
220,166276,-45.30359436768556
221,167025,-45.951291827636666
222,167774,-46.73981332205962
223,168523,0.4379080459177096
224,169272,-36.63495031186194
225,170021,-39.175408351882915
226,170770,-42.63642494955432
227,171519,-44.72456924682943
228,172268,-45.706304257320305
229,173017,-46.60945038228869
230,173766,-47.11092922175042
231,174515,-47.56957900349066
232,175264,-39.85047731539595
233,176013,-44.299193800530226
234,176762,-47.30610663359251
235,177511,-47.49282060223364
236,178260,-47.83462842729922
237,179009,-30.40504763361927
238,179758,-39.714430894329645
239,180507,-44.77406635208028
240,181256,-46.254008155639404
241,182005,-47.22571883564479
242,182754,-47.46465756832678
243,183503,-48.393757971647744
244,184252,-47.24089821253982
245,185001,-48.03555432308182
246,185750,-48.020407387665976
247,186499,-48.491244982017854
248,187248,-49.31100714445432
249,187997,-39.02097784390596
250,188746,-47.18343667258249
251,189495,-43.24205667805051
252,190244,-44.049887907998425
253,190993,-45.18103262483676
254,191742,-47.244470410417016
255,192491,-48.18486409511999
256,193240,-48.95162631290777
257,193989,-49.39761040844172
258,194738,-41.294576763310964
259,195487,265.355928587818
260,196236,-31.04761556797575
261,196985,-38.025961938305436
262,197734,-40.72929818289621
263,198483,-43.09490330165155
264,199232,-44.68419476599496
265,199981,-44.981302729276855
266,200730,-46.01728653748618
267,201479,-46.62661421283065
268,202228,-47.15776010571876
269,202977,-47.217818243640444
270,203726,-47.46587994706647
271,204475,-48.06845905115512
272,205224,-38.20363461191409
273,205973,-44.8997928093527
274,206722,-45.610861150222085
275,207471,-46.88736762032808
276,208220,-46.82959523220088
277,208969,-38.38105696511364
278,209718,-38.51837307938906
279,210467,-39.56491818192486
280,211216,-44.786998708034865
281,211965,-46.94816349217984
282,212714,-44.23817381712401
283,213463,-43.98572736875078
284,214212,-46.71318284405249
285,214961,-47.95934973030447
286,215710,-43.17271490377164
287,216459,-45.120521825528115
288,217208,-43.16085068915333
289,217957,-31.49342614849992
290,218706,-39.42375294388693
291,219455,-39.916859405858816
292,220204,-43.486795410135876
293,220953,-45.796671275303105
294,221702,-44.908662388576204
295,222451,-46.53676937037062
296,223200,-44.9633467232433
297,223949,-46.64892633384633
298,224698,-48.294083914865006
299,225447,-48.06403988225756
300,226196,-33.270799426752355
301,226945,-45.30789648292857
302,227694,-40.11050274279789
303,228443,-45.17601428267475
304,229192,-47.872867421250795
305,229941,-48.81740641371112
306,230690,-40.17892060069758
307,231439,-39.0253368041544
308,232188,-43.658202761881185
309,232937,-46.84809504713967
310,233686,-45.03173292463071
311,234435,-46.72470836613939
312,235184,-47.789996693385774
313,235933,-48.81141002537889
314,236682,-48.973054198302
315,237431,-48.103887820275666
316,238180,-49.7295161757832
317,238929,-49.57670232928165
318,239678,-43.54285821800079
319,240427,-45.00078318179529
320,241176,-48.23932762808093
321,241925,-48.78054479540429
322,242674,-49.582448075705756
323,243423,-46.850632816513325
324,244172,-44.24482832476994
325,244921,-45.10623549651081
326,245670,-49.32601808005563
327,246419,-49.007212174113825
328,247168,-48.676052829452125
329,247917,-49.984680589910184
330,248666,-48.65376461523079
331,249415,-47.55676074339965
332,250164,-49.649085764254686
333,250913,-50.29068747445324
334,251662,-50.67249038859267
335,252411,-49.36362469180404
336,253160,-40.22963235852556
337,253909,-45.53414997971742
338,254658,-46.84846126317023
339,255407,-48.13305110702209
340,256156,-47.04246823475739
341,256905,-48.75021704048595
342,257654,-49.345323646657455
343,258403,-49.982125650260734
344,259152,-49.6470215597522
345,259901,-49.23644893223517
346,260650,-50.43082236734347
347,261399,-50.94209611941084
348,262148,-50.0162207905218
349,262897,-51.14735515477342
350,263646,-43.82793863243032
351,264395,-47.9478836034105
352,265144,-49.990716228816154
353,265893,-50.506072012540976
354,266642,-47.01468055019869
355,267391,-50.20540086035735
356,268140,-32.0656951791613
357,268889,-41.56837802066981
358,269638,-42.86085349138334
359,270387,-39.759094722121354
360,271136,-46.256375423579094
361,271885,-48.27145367916499
362,272634,-47.64526542643202
363,273383,-40.921202257255686
364,274132,-47.231947069970246
365,274881,-49.37572637642019
366,275630,-50.07477367767823
367,276379,-50.19356523113989
368,277128,-50.494491495659574
369,277877,-50.59009207711519
370,278626,-50.801151087191776
371,279375,-42.821994443283536
372,280124,-41.784381851175915
373,280873,-46.72456051988181
374,281622,-46.79313008787635
375,282371,-48.73093756050548
376,283120,-44.08672948704861
377,283869,-48.73323575772335
378,284618,-35.89611752361099
379,285367,-43.44372974186937
380,286116,-45.52946759416201
381,286865,-48.49275483053739
382,287614,-49.618916612123456
383,288363,-48.64932034750567
384,289112,-50.47071813932248
385,289861,-49.97269357826426
386,290610,-43.60306270900015
387,291359,-49.89150451690715
388,292108,-50.75340282200812
389,292857,-51.28421670890778
390,293606,-51.39807695763133
391,294355,-51.358316434241424
392,295104,-52.032902426013
393,295853,-52.06825704536387
394,296602,-42.44120199307899
395,297351,-49.68657577372043
396,298100,-51.17294513717672
397,298849,36.855301667278376
398,299598,-44.60733367986131
399,300347,-48.347522755967915
400,301844,-43.82612848950323
401,302593,-47.8825795666398
402,303342,-50.720806977459205
403,304091,-50.7418669431964
404,304840,-51.77894127289348
405,305589,-51.78132481186667
406,306338,-50.43662351314153
407,307087,-49.544374363444675
408,307836,-49.7611758712137
409,308585,-51.355672130915764
410,309334,-51.94480668845896
411,310083,-52.258368600353855
412,310832,-52.45920864762228
413,311581,-52.52041580139079
414,312330,-20.018828777191
415,313079,-46.432143000003016
416,313828,-49.46492583729396
417,314577,-42.44701807966856
418,315326,-47.0298775544313
419,316075,-47.41103816669041
420,316824,-46.58765927303299
421,317573,-48.9007772896414
422,318322,-33.5709995015441
423,319071,-38.65387683557732
424,319820,-46.25399310184576
425,320569,-44.667035132288454
426,321318,-45.04919005076939
427,322067,-47.55295096208479
428,322816,-47.848751416989415
429,323565,-50.230832572295284
430,324314,-50.88136376048599
431,325063,-51.47448664259051
432,325812,-51.46247760889845
433,326561,-51.16787595201398
434,327310,-51.77908004332926
435,328059,-52.04867735023652
436,328808,-50.666134587117284
437,329557,-52.15261327949799
438,330306,-51.791584651524296
439,331055,-35.51703555688998
440,331804,-27.007281712123326
441,332553,-46.96157555777495
442,333302,-49.5396843338522
443,334051,-50.50411050692101
444,334800,-51.324463955073234
445,335549,-51.56486736343445
446,336298,-51.50361127560543
447,337047,-52.09596320688327
448,337796,-52.241812992477925
449,338545,-52.42517425475993
450,339294,-51.64042921792044
451,340043,-48.73804082221119
452,340792,-51.363443664937854
453,341541,-52.117314861995354
454,342290,-52.05860614649285
455,343039,-52.64880097596763
456,343788,-52.78710667058846
457,344537,-52.87545340911091
458,345286,-46.9649407402059
459,346035,-50.10669560553394
460,346784,-50.74161351379629
461,347533,-46.57004430615536
462,348282,-51.26163594203893
463,349031,-51.89157874561916
464,349780,-52.11265289958551
465,350529,-52.54919849696242
466,351278,-52.70332119461691
467,352027,-52.85577695614824
468,352776,-52.84028836340707
469,353348,-52.93781661987305
